150
1	name	732.2564	100000	40.67054	73.94548	   
2	name	348.5398	100000	34.1121	118.4112	   
3	name	278.3726	100000	41.83705	87.68497	   
4	name	163.0553	100000	29.76805	95.38733	   
5	name	158.5577	100000	40.00682	75.13468	   
6	name	111.0549	100000	32.81495	117.1358	   
7	name	102.7974	100000	42.3831	83.1022	   
8	name	100.6877	100000	32.79315	96.76747	   
9	name	98.3403	100000	33.54255	112.0714	   
10	name	93.5933	100000	29.45765	98.50536	   
11	name	78.2248	100000	37.304	121.8498	   
12	name	73.6014	100000	39.3008	76.61062	   
13	name	73.1327	100000	39.7764	86.1462	   
14	name	72.3959	100000	37.79325	122.5548	   
15	name	63.523	100000	30.33454	81.6577	   
16	name	63.291	100000	39.98893	82.98738	   
17	name	62.8088	100000	43.06344	87.96674	   
18	name	61.0337	100000	35.1056	90.00699	   
19	name	60.69		100000	38.90505	77.01617	   
20	name	57.4283	100000	42.33603	71.01789	   
21	name	51.6259	100000	47.6218	122.3503	   
22	name	51.5342	100000	31.84925	106.4375	   
23	name	50.5616	100000	41.4797	81.67851	   
24	name	49.6938	100000	30.06584	89.93136	   
25	name	48.8374	100000	36.17155	86.78483	   
26	name	46.761	100000	39.7679	104.8728	   
27	name	46.5622	100000	30.30493	97.75066	   
28	name	44.4719	100000	35.46705	97.51349	   
29	name	43.7319	100000	45.53856	122.6582	   
30	name	43.5146	100000	39.12247	94.55478	   
31	name	42.9433	100000	33.7889	118.1598	   
32	name	40.539	100000	32.19582	110.8917	   
33	name	39.6685	100000	38.63605	90.2443	   
34	name	39.5934	100000	35.19755	80.83451	   
35	name	39.4017	100000	33.7629	84.42259	   
36	name	39.3069	100000	36.73936	76.04367	   
37	name	38.4736	100000	35.11722	106.6246	   
38	name	37.2242	100000	37.77154	122.2246	   
39	name	36.9879	100000	40.43921	79.9767	   
40	name	36.9365	100000	38.56685	121.4674	   
41	name	36.8383	100000	44.96185	93.26685	   
42	name	36.7302	100000	36.12775	95.91641	   
43	name	36.404	100000	39.1398	84.50596	   
44	name	35.8548	100000	25.77567	80.21085	   
45	name	35.4202	100000	36.7806	119.7929	   
46	name	33.5795	100000	41.2639	96.01175	   
47	name	33.2943	100000	41.66395	83.58165	   
48	name	32.8123	100000	42.8898	78.85968	   
49	name	30.4011	100000	37.68735	97.34267	   
50	name	29.3742	100000	33.7364	117.8821	   
51	name	28.8091	100000	33.41774	111.7403	   
52	name	28.114	100000	38.8632	104.7599	   
53	name	28.0015	100000	27.959	82.48212	   
54	name	27.5221	100000	40.7241	74.17325	   
55	name	27.2235	100000	44.94774	93.10369	   
56	name	26.9063	100000	38.22475	85.74116	   
57	name	26.6406	100000	33.8389	117.8723	   
58	name	26.5968	100000	33.52758	86.80004	   
59	name	26.1721	100000	32.6945	97.12751	   
